date,open,high,low,close,volume,dividend,split
2015-01-05,108.29000091552734,108.6500015258789,105.41000366210938,106.25,64285500,0,1
2015-01-06,106.54000091552734,107.43000030517578,104.62999725341797,106.26000213623047,65797100,0,1
2015-01-07,107.19999694824219,108.19999694824219,106.69999694824219,107.75,40105900,0,1
2015-01-08,109.2300033569336,112.1500015258789,108.69999694824219,111.88999938964844,59364500,0,1
2015-01-09,112.66999816894531,113.25,110.20999908447266,112.01000213623047,53699500,0,1
2015-01-12,112.5999984741211,112.62999725341797,108.80000305175781,109.25,49650800,0,1
2015-01-13,111.43000030517578,112.80000305175781,108.91000366210938,110.22000122070312,67091900,0,1
2015-01-14,109.04000091552734,110.48999786376953,108.5,109.80000305175781,48956600,0,1
2015-01-15,110.0,110.05999755859375,106.66000366210938,106.81999969482422,60014000,0,1
2015-01-16,107.02999877929688,107.58000183105469,105.19999694824219,105.98999786376953,78513300,0,1
2015-01-20,107.83999633789062,108.97000122070312,106.5,108.72000122070312,49899900,0,1
2015-01-21,108.94999694824219,111.05999755859375,108.2699966430664,109.55000305175781,48575900,0,1
2015-01-22,110.26000213623047,112.47000122070312,109.72000122070312,112.4000015258789,53796400,0,1
2015-01-23,112.30000305175781,113.75,111.52999877929688,112.9800033569336,46464800,0,1
2015-01-26,113.73999786376953,114.36000061035156,112.80000305175781,113.0999984741211,55615000,0,1
2015-01-27,112.41999816894531,112.4800033569336,109.02999877929688,109.13999938964844,95568700,0,1
2015-01-28,117.62999725341797,118.12000274658203,115.30999755859375,115.30999755859375,146477100,0,1
2015-01-29,116.31999969482422,119.19000244140625,115.55999755859375,118.9000015258789,84436400,0,1
2015-01-30,118.4000015258789,120.0,116.8499984741211,117.16000366210938,83745500,0,1
2015-02-02,118.05000305175781,119.16999816894531,116.08000183105469,118.62999725341797,62739100,0,1
2015-02-03,118.5,119.08999633789062,117.61000061035156,118.6500015258789,51915700,0,1
2015-02-04,118.5,120.51000213623047,118.30999755859375,119.55999755859375,70149700,0,1
2015-02-05,120.0199966430664,120.2300033569336,119.25,119.94000244140625,42246200,0,1
2015-02-06,120.0199966430664,120.25,118.44999694824219,118.93000030517578,43706600,0,1
2015-02-09,118.55000305175781,119.83999633789062,118.43000030517578,119.72000122070312,38889800,0,1
2015-02-10,120.16999816894531,122.1500015258789,120.16000366210938,122.0199966430664,62008500,0,1
2015-02-11,122.7699966430664,124.91999816894531,122.5,124.87999725341797,73561800,0,1
2015-02-12,126.05999755859375,127.4800033569336,125.56999969482422,126.45999908447266,74474500,0,1
2015-02-13,127.27999877929688,127.27999877929688,125.6500015258789,127.08000183105469,54272200,0,1
2015-02-17,127.48999786376953,128.8800048828125,126.91999816894531,127.83000183105469,63152400,0,1
2015-02-18,127.62999725341797,128.77999877929688,127.44999694824219,128.72000122070312,44891700,0,1
2015-02-19,128.47999572753906,129.02999877929688,128.3300018310547,128.4499969482422,37362400,0,1
2015-02-20,128.6199951171875,129.5,128.0500030517578,129.5,48948400,0,1
2015-02-23,130.02000427246094,133.0,129.66000366210938,133.0,70974100,0,1
2015-02-24,132.94000244140625,133.60000610351562,131.1699981689453,132.1699981689453,69228100,0,1
2015-02-25,131.55999755859375,131.60000610351562,128.14999389648438,128.7899932861328,74711700,0,1
2015-02-26,128.7899932861328,130.8699951171875,126.61000061035156,130.4199981689453,91287500,0,1
2015-02-27,130.0,130.57000732421875,128.24000549316406,128.4600067138672,62014800,0,1
2015-03-02,129.25,130.27999877929688,128.3000030517578,129.08999633789062,48096700,0,1
2015-03-03,128.9600067138672,129.52000427246094,128.08999633789062,129.36000061035156,37816300,0,1
2015-03-04,129.10000610351562,129.55999755859375,128.32000732421875,128.5399932861328,31666300,0,1
2015-03-05,128.5800018310547,128.75,125.76000213623047,126.41000366210938,56517100,0,1
2015-03-06,128.39999389648438,129.3699951171875,126.26000213623047,126.5999984741211,72842100,0,1
2015-03-09,127.95999908447266,129.57000732421875,125.05999755859375,127.13999938964844,88528500,0,1
2015-03-10,126.41000366210938,127.22000122070312,123.80000305175781,124.51000213623047,68856600,0,1
2015-03-11,124.75,124.7699966430664,122.11000061035156,122.23999786376953,68939000,0,1
2015-03-12,122.30999755859375,124.9000015258789,121.62999725341797,124.44999694824219,48362700,0,1
2015-03-13,124.4000015258789,125.4000015258789,122.58000183105469,123.58999633789062,51827300,0,1
2015-03-16,123.87999725341797,124.94999694824219,122.87000274658203,124.94999694824219,35874300,0,1
2015-03-17,125.9000015258789,127.31999969482422,125.6500015258789,127.04000091552734,51023100,0,1
2015-03-18,127.0,129.16000366210938,126.37000274658203,128.47000122070312,65270900,0,1
2015-03-19,128.75,129.25,127.4000015258789,127.5,45809500,0,1
2015-03-20,128.25,128.39999389648438,125.16000366210938,125.9000015258789,68695100,0,1
2015-03-23,127.12000274658203,127.8499984741211,126.5199966430664,127.20999908447266,37709700,0,1
2015-03-24,127.2300033569336,128.0399932861328,126.55999755859375,126.69000244140625,32842300,0,1
2015-03-25,126.54000091552734,126.81999969482422,123.37999725341797,123.37999725341797,51655200,0,1
2015-03-26,122.76000213623047,124.87999725341797,122.5999984741211,124.23999786376953,47572900,0,1
2015-03-27,124.56999969482422,124.69999694824219,122.91000366210938,123.25,39546200,0,1
2015-03-30,124.05000305175781,126.4000015258789,124.0,126.37000274658203,47099700,0,1
2015-03-31,126.08999633789062,126.48999786376953,124.36000061035156,124.43000030517578,42090600,0,1
2015-04-01,124.81999969482422,125.12000274658203,123.0999984741211,124.25,40621400,0,1
2015-04-02,125.02999877929688,125.55999755859375,124.19000244140625,125.31999969482422,32220100,0,1
2015-04-06,124.47000122070312,127.51000213623047,124.33000183105469,127.3499984741211,37194000,0,1
2015-04-07,127.63999938964844,128.1199951171875,125.9800033569336,126.01000213623047,35012300,0,1
2015-04-08,125.8499984741211,126.4000015258789,124.97000122070312,125.5999984741211,37329200,0,1
2015-04-09,125.8499984741211,126.58000183105469,124.66000366210938,126.55999755859375,32484000,0,1
2015-04-10,125.94999694824219,127.20999908447266,125.26000213623047,127.0999984741211,40188000,0,1
2015-04-13,128.3699951171875,128.57000732421875,126.61000061035156,126.8499984741211,36365100,0,1
2015-04-14,127.0,127.29000091552734,125.91000366210938,126.30000305175781,25524600,0,1
2015-04-15,126.41000366210938,127.12999725341797,126.01000213623047,126.77999877929688,28970400,0,1
2015-04-16,126.27999877929688,127.0999984741211,126.11000061035156,126.16999816894531,28369000,0,1
2015-04-17,125.55000305175781,126.13999938964844,124.45999908447266,124.75,51957000,0,1
2015-04-20,125.56999969482422,128.1199951171875,125.16999816894531,127.5999984741211,47054300,0,1
2015-04-21,128.10000610351562,128.1999969482422,126.66999816894531,126.91000366210938,32435100,0,1
2015-04-22,126.98999786376953,128.8699951171875,126.31999969482422,128.6199951171875,37654500,0,1
2015-04-23,128.3000030517578,130.4199981689453,128.13999938964844,129.6699981689453,45770900,0,1
2015-04-24,130.49000549316406,130.6300048828125,129.22999572753906,130.27999877929688,44525900,0,1
2015-04-27,132.30999755859375,133.1300048828125,131.14999389648438,132.64999389648438,96954200,0,1
2015-04-28,134.4600067138672,134.5399932861328,129.57000732421875,130.55999755859375,118924000,0,1
2015-04-29,130.16000366210938,131.58999633789062,128.3000030517578,128.63999938964844,63386100,0,1
2015-04-30,128.63999938964844,128.63999938964844,124.58000183105469,125.1500015258789,83195400,0,1
2015-05-01,126.0999984741211,130.1300048828125,125.30000305175781,128.9499969482422,58512600,0,1
2015-05-04,129.5,130.57000732421875,128.25999450683594,128.6999969482422,50988300,0,1
2015-05-05,128.14999389648438,128.4499969482422,125.77999877929688,125.80000305175781,49271400,0,1
2015-05-06,126.55999755859375,126.75,123.36000061035156,125.01000213623047,72141000,0,1
2015-05-07,124.7699966430664,126.08000183105469,124.0199966430664,125.26000213623047,43940900,0,1
2015-05-08,126.68000030517578,127.62000274658203,126.11000061035156,127.62000274658203,55550400,0,1
2015-05-11,127.38999938964844,127.55999755859375,125.62999725341797,126.31999969482422,42035800,0,1
2015-05-12,125.5999984741211,126.87999725341797,124.81999969482422,125.87000274658203,48160000,0,1
2015-05-13,126.1500015258789,127.19000244140625,125.87000274658203,126.01000213623047,34694200,0,1
2015-05-14,127.41000366210938,128.9499969482422,127.16000366210938,128.9499969482422,45203500,0,1
2015-05-15,129.07000732421875,129.49000549316406,128.2100067138672,128.77000427246094,38208000,0,1
2015-05-18,128.3800048828125,130.72000122070312,128.36000061035156,130.19000244140625,50882900,0,1
2015-05-19,130.69000244140625,130.8800048828125,129.63999938964844,130.07000732421875,44633200,0,1
2015-05-20,130.0,130.97999572753906,129.33999633789062,130.05999755859375,36454900,0,1
2015-05-21,130.07000732421875,131.6300048828125,129.8300018310547,131.38999938964844,39730400,0,1
2015-05-22,131.60000610351562,132.97000122070312,131.39999389648438,132.5399932861328,45596000,0,1
2015-05-26,132.60000610351562,132.91000366210938,129.1199951171875,129.6199951171875,70697600,0,1
2015-05-27,130.33999633789062,132.25999450683594,130.0500030517578,132.0399932861328,45833200,0,1
2015-05-28,131.86000061035156,131.9499969482422,131.10000610351562,131.77999877929688,30733300,0,1
2015-05-29,131.22999572753906,131.4499969482422,129.89999389648438,130.27999877929688,50884500,0,1
2015-06-01,130.27999877929688,131.38999938964844,130.0500030517578,130.5399932861328,32112800,0,1
2015-06-02,129.86000061035156,130.66000366210938,129.32000732421875,129.9600067138672,33667600,0,1
2015-06-03,130.66000366210938,130.94000244140625,129.89999389648438,130.1199951171875,30983500,0,1
2015-06-04,129.5800018310547,130.5800018310547,128.91000366210938,129.36000061035156,38450100,0,1
2015-06-05,129.5,129.69000244140625,128.36000061035156,128.64999389648438,35626800,0,1
2015-06-08,128.89999389648438,129.2100067138672,126.83000183105469,127.80000305175781,52674800,0,1
2015-06-09,126.69999694824219,128.0800018310547,125.62000274658203,127.41999816894531,56075400,0,1
2015-06-10,127.91999816894531,129.33999633789062,127.8499984741211,128.8800048828125,39087300,0,1
2015-06-11,129.17999267578125,130.17999267578125,128.47999572753906,128.58999633789062,35390900,0,1
2015-06-12,128.19000244140625,128.3300018310547,127.11000061035156,127.16999816894531,36886200,0,1
2015-06-15,126.0999984741211,127.23999786376953,125.70999908447266,126.91999816894531,43988900,0,1
2015-06-16,127.02999877929688,127.8499984741211,126.37000274658203,127.5999984741211,31494100,0,1
2015-06-17,127.72000122070312,127.87999725341797,126.73999786376953,127.30000305175781,32918100,0,1
2015-06-18,127.2300033569336,128.30999755859375,127.22000122070312,127.87999725341797,35407200,0,1
2015-06-19,127.70999908447266,127.81999969482422,126.4000015258789,126.5999984741211,54716900,0,1
2015-06-22,127.48999786376953,128.05999755859375,127.08000183105469,127.61000061035156,34039300,0,1
2015-06-23,127.4800033569336,127.61000061035156,126.87999725341797,127.02999877929688,30268900,0,1
2015-06-24,127.20999908447266,129.8000030517578,127.12000274658203,128.11000061035156,55280900,0,1
2015-06-25,128.86000061035156,129.1999969482422,127.5,127.5,31938100,0,1
2015-06-26,127.66999816894531,127.98999786376953,126.51000213623047,126.75,44066800,0,1
2015-06-29,125.45999908447266,126.47000122070312,124.4800033569336,124.52999877929688,49161400,0,1
2015-06-30,125.56999969482422,126.12000274658203,124.86000061035156,125.43000030517578,44370700,0,1
2015-07-01,126.9000015258789,126.94000244140625,125.98999786376953,126.5999984741211,30238800,0,1
2015-07-02,126.43000030517578,126.69000244140625,125.7699966430664,126.44000244140625,27211000,0,1
2015-07-06,124.94000244140625,126.2300033569336,124.8499984741211,126.0,28060400,0,1
2015-07-07,125.88999938964844,126.1500015258789,123.7699966430664,125.69000244140625,46946800,0,1
2015-07-08,124.4800033569336,124.63999938964844,122.54000091552734,122.56999969482422,60761600,0,1
2015-07-09,123.8499984741211,124.05999755859375,119.22000122070312,120.06999969482422,78595000,0,1
2015-07-10,121.94000244140625,123.8499984741211,121.20999908447266,123.27999877929688,61354500,0,1
2015-07-13,125.02999877929688,125.76000213623047,124.31999969482422,125.66000366210938,41440500,0,1
2015-07-14,126.04000091552734,126.37000274658203,125.04000091552734,125.61000061035156,31768100,0,1
2015-07-15,125.72000122070312,127.1500015258789,125.58000183105469,126.81999969482422,33649200,0,1
2015-07-16,127.73999786376953,128.57000732421875,127.3499984741211,128.50999450683594,36222400,0,1
2015-07-17,129.0800018310547,129.6199951171875,128.30999755859375,129.6199951171875,46164700,0,1
2015-07-20,130.97000122070312,132.97000122070312,130.6999969482422,132.07000732421875,58900200,0,1
2015-07-21,132.85000610351562,132.9199981689453,130.32000732421875,130.75,76756400,0,1
2015-07-22,121.98999786376953,125.5,121.98999786376953,125.22000122070312,115450600,0,1
2015-07-23,126.19999694824219,127.08999633789062,125.05999755859375,125.16000366210938,50999500,0,1
2015-07-24,125.31999969482422,125.73999786376953,123.9000015258789,124.5,42162300,0,1
2015-07-27,123.08999633789062,123.61000061035156,122.12000274658203,122.7699966430664,44455500,0,1
2015-07-28,123.37999725341797,123.91000366210938,122.55000305175781,123.37999725341797,33618100,0,1
2015-07-29,123.1500015258789,123.5,122.2699966430664,122.98999786376953,37011700,0,1
2015-07-30,122.31999969482422,122.56999969482422,121.70999908447266,122.37000274658203,33628300,0,1
2015-07-31,122.5999984741211,122.63999938964844,120.91000366210938,121.30000305175781,42885000,0,1
2015-08-03,121.5,122.56999969482422,117.5199966430664,118.44000244140625,69976000,0,1
2015-08-04,117.41999816894531,117.69999694824219,113.25,114.63999938964844,124138600,0,1
2015-08-05,112.94999694824219,117.44000244140625,112.0999984741211,115.4000015258789,99312600,0,1
2015-08-06,115.97000122070312,116.5,114.12000274658203,115.12999725341797,52903000,0,1
2015-08-07,114.58000183105469,116.25,114.5,115.5199966430664,38670400,0,1
2015-08-10,116.52999877929688,119.98999786376953,116.52999877929688,119.72000122070312,54951600,0,1
2015-08-11,117.80999755859375,118.18000030517578,113.33000183105469,113.48999786376953,97082800,0,1
