date,retweets,favorites,vader,finBERT,finBERT_min,finBERT_max,buzz,buzz_n,sent_wn,sent12,sent26,sent50,sent200,adjclose,volume,EMA12,EMA26,EMA50,EMA200
2018-08-24,1229,2058,-0.01866774193548387,-0.07770930532258064,-0.846383,0.904933,3287,-0.4152844113756337,0.9666029312449781,-0.06533052041272068,-0.0547736132451561,-0.04144177897780852,-0.029325011148108458,277.6319885253906,57487400,275.32858389872706,274.0972570606857,273.0791041441552,271.7822443108579
2018-08-27,2025,3413,0.09894126984126986,0.08663708825396825,-0.9074110000000001,0.900835,5438,-0.22457485118675471,0.954924787730386,-0.020111683806027715,-0.03361593202570884,-0.031412326106101604,-0.027076446052147336,279.8240051269531,57072400,276.020187164608,274.52146062114997,273.3436100650493,271.86226183141605
2018-08-28,1824,4045,0.0425014705882353,0.014039426764705876,-0.9215200000000001,0.910005,5869,-0.18636201044226058,0.9587266193991227,-0.014857666795145625,-0.030085905448641082,-0.02962990442489347,-0.026667332889790587,279.959228515625,46943500,276.6261935263029,274.92425824296294,273.60304608271895,271.94282866409475
2018-08-29,1369,2264,0.0006941176470588205,0.005583027794117652,-0.946722,0.913544,3633,-0.3846077457199609,0.9588325327865633,-0.011712944550643582,-0.02744376224547377,-0.02824900512218715,-0.026346433778507917,281.46563720703125,61485500,277.37072332333804,275.4088048328939,273.91138298955474,272.03758297795486
2018-08-30,1712,2919,0.09670579710144929,0.04772718318840581,-0.8882700000000001,0.901964,4631,-0.29612418408885854,0.9561265882301341,-0.0025683095138667516,-0.021875544065186395,-0.02526954675706586,-0.025609382863414246,280.326171875,61229500,277.8254077159014,275.7730542434203,274.1629433380036,272.1200564993185
2018-08-31,1124,1950,0.052840000000000005,-0.07288030516666667,-0.8457040000000001,0.921637,3074,-0.43416917953938605,0.9664609095207457,-0.01338553961429751,-0.025653674517147895,-0.027136635322148245,-0.026079740299267507,280.3357849121094,66140800,278.2116195922411,276.1110342929528,274.40501555659597,272.2018050407393
2018-09-04,2108,3721,0.06974285714285716,-0.1298206152380952,-0.9517100000000001,0.8665360000000001,5829,-0.18990844577817653,0.9648832145246148,-0.028942431428838053,-0.029324995890708475,-0.028620792732139945,-0.026441307839578976,279.8529968261719,57594400,278.464139166692,276.3882167028209,274.61866188089306,272.2779363022859
2018-09-05,2894,5376,-0.06962191780821918,-0.16416410972602746,-0.9279959999999999,0.841698,8270,0.026512770596092944,0.9583346921509944,-0.04974576655148258,-0.0393130783970284,-0.03393621692797867,-0.027811683977752594,279.0997619628906,72452400,278.5619272891841,276.5890719072705,274.79439129587337,272.34581516458053
2018-09-06,1575,2941,-0.028935714285714287,-0.17064470614285715,-0.8931530000000001,0.853512,4516,-0.30632018567961683,0.9711182478864527,-0.06834560341169404,-0.04904134711894164,-0.03929733415209156,-0.029232908078897914,278.25970458984375,65909900,278.51543148928556,276.71282247635,274.93028593485263,272.40465983547864
2018-09-07,2998,5819,0.020498550724637687,-0.12496821405797094,-0.9228729999999999,0.9144899999999999,8817,0.07501027381474325,0.9572010450687509,-0.07705677428035203,-0.054665559484795664,-0.04265697650134173,-0.030185498188142423,277.7189636230469,73524800,278.3928979714027,276.7873514501794,275.0396458441936,272.45753848013106
2018-09-10,2480,3295,-0.01366835443037974,-0.012155047974683537,-0.837392,0.8890450000000001,5775,-0.19469613348166304,0.9598515751611808,-0.05533554559375495,-0.04789862849589319,-0.040295738173725594,-0.029935217322484622,278.20172119140625,50210900,278.36348615909554,276.89211957915916,275.16364879898623,272.51469452700945
2018-09-11,2947,5370,-0.060026506024096385,-0.09554392036144578,-0.8758319999999999,0.900172,8317,0.03067983211579416,0.9586555373707346,-0.061521449404168926,-0.05142790937482302,-0.04246233355363619,-0.030588040238295183,279.11907958984375,50530500,278.4797313022876,277.0570795799506,275.31876373196104,272.5804098012665
2018-09-12,5263,9683,0.04627065217391303,-0.016099186282608684,-0.938199,0.9095040000000001,14946,0.6184128281604613,0.9570696425531293,-0.05453340892392889,-0.04881096692354789,-0.04142848464104688,-0.030443872537243576,279.18670654296875,59810800,278.58849672393086,277.2148297253594,275.4704477637653,272.64614409720383
2018-09-13,2394,5012,0.014138461538461537,-0.0066663041758241726,-0.948111,0.8928799999999999,7406,-0.050090232659691085,0.9593926885249434,-0.047169238962682006,-0.04568914005334613,-0.04006526187770481,-0.030207279817229454,280.8379211425781,51034200,278.9345620191074,277.4832068673756,275.68093691587563,272.7276543165608
2018-09-14,1404,2528,0.04193947368421052,-0.016350886302631578,-0.947897,0.9001879999999999,3932,-0.3580981415839894,0.9606391822488838,-0.042427953938058864,-0.043515936071811714,-0.03913528636495684,-0.030069405254895147,280.88623046875,55079900,279.23481870366777,277.7352826896996,275.8850660748119,272.80883417877163
2018-09-17,2346,4180,-0.010038271604938262,-0.07611614543209876,-0.920016,0.8526290000000001,6526,-0.12811181004984148,0.9615187809533293,-0.05590311759281531,-0.04990323374752498,-0.04302927116419717,-0.03133188371844953,279.3991394042969,68244000,279.2600988114569,277.8585313352253,276.0228728720466,272.874409355145
2018-09-18,1679,2844,0.05919354838709679,-0.06028664376344085,-0.927308,0.9106,4523,-0.30569955949583155,0.9634779826852015,-0.056577506234450015,-0.05067237523018541,-0.04370603087397143,-0.031619990783573824,280.91522216796875,61930400,279.5147331739972,278.0849528783915,276.2147297071808,272.9544174428348
2018-09-19,1651,2900,0.10834647887323946,-0.016987738169014083,-0.818893,0.871332,4551,-0.3032170547606904,0.9604801902639771,-0.05048677268592141,-0.048177216929357905,-0.0426582546894633,-0.03147439623019512,281.21453857421875,49080600,279.77624169710816,278.3167740410454,276.4108006431431,273.0366077028486
2018-09-20,1738,2716,0.046748780487804904,-0.01104700390243903,-0.914034,0.875726,4454,-0.3118171604502865,0.9600949687943161,-0.044419115950001045,-0.04542683077921577,-0.04141859779585451,-0.031271138595093076,283.4934997558594,100360600,280.34812755230064,278.7002352051057,276.68855354952416,273.14065637999295
2018-09-21,1612,2505,0.009062500000000001,-0.13981384691666665,-0.9384809999999999,0.736251,4117,-0.3416958781553782,0.9701027530492033,-0.05909522840641114,-0.05241846160421213,-0.04527723501627851,-0.03235116554356645,283.2344665527344,105479700,280.7921797062135,279.0361041938189,276.9452560202383,273.2410923021098
2018-09-24,2125,3706,0.029061445783132536,-0.03819455879518074,-0.923695,0.910217,5831,-0.18973112401138073,0.9609533225177588,-0.06002071368687042,-0.054610124537821374,-0.04736218816228623,-0.03329402074902401,282.2935485839844,53409600,281.0231595335629,279.2773963708682,277.15499298352245,273.33116649396925
2018-09-25,2208,3964,0.08985402298850574,-0.09683821791954023,-0.931436,0.8916870000000001,6172,-0.15949776277269745,0.9628042853744537,-0.06568494510728116,-0.05773813145498573,-0.04930242462335502,-0.03392630131788487,282.0316467285156,44370000,281.17831140970947,279.4814149158791,277.3462343068555,273.41773843660155
2018-09-26,1907,3158,0.03954625,-0.10788292449999999,-0.9153030000000001,0.810469,5065,-0.2576453606941707,0.9655924425939895,-0.07217694193693022,-0.06145256056943123,-0.05159969912832149,-0.03466218811571686,281.187744140625,79739700,281.1797625990811,279.6078096732677,277.496881751317,273.49505192619387
2018-09-27,1964,3762,-0.024455999999999995,-0.09176569906666665,-0.925687,0.9179860000000001,5726,-0.19904051676816004,0.963440843181737,-0.0751905968799666,-0.06369797823589311,-0.05317483638080562,-0.03523038225453229,281.97344970703125,59249500,281.3018683079965,279.78304226836127,277.6724334358548,273.5794140931674
2018-09-28,1438,2399,0.026835483870967715,-0.15995651870967745,-0.9291299999999999,0.9025920000000001,3837,-0.3665209255067897,0.9725530684599607,-0.08823150793069134,-0.07082824049321047,-0.057362353334879025,-0.036471438338663086,282.00250244140625,70091400,281.4096581746749,279.9474467256239,277.84224006352355,273.663225917528
2018-10-01,2258,4115,0.11288450704225352,0.05547617,-0.892546,0.832125,6373,-0.14167692520971992,0.957542893443124,-0.048104115718869,-0.054195493059263786,-0.04993776994938248,-0.03518639727786526,282.9822998046875,62078900,281.6516030408307,280.1722506574063,278.0438110337653,273.7559530208828
2018-10-02,2129,3804,0.09308499999999997,-0.04334345025000001,-0.9513590000000001,0.881533,5933,-0.18068771390479513,0.9610853772563961,-0.04737170564673531,-0.05339163803635536,-0.04967916917685768,-0.03526756198405566,282.8173522949219,47258200,281.83094907992165,280.3681841120371,278.23100873028125,273.846116197739
2018-10-03,1487,2792,0.1009075,-0.021523079999999993,-0.924127,0.900649,4279,-0.32733281504491873,0.9609078348514334,-0.043394994008776035,-0.05103100410773644,-0.048575008816980916,-0.03513080096928894,282.97259521484375,64694600,282.0065869468327,280.5611034529858,278.4169532983033,273.9369269342276
2018-10-04,1826,3645,0.07692461538461538,-0.034745938953846145,-0.9483379999999999,0.8851180000000001,5471,-0.22164904203462407,0.9610559776024877,-0.042064370154171436,-0.04982470298522605,-0.04803269235175994,-0.03512697149649847,280.7608947753906,111545900,281.8149419973801,280.57590281020094,278.5088725719146,274.0048271117516
2018-10-05,1357,2316,-0.009945833333333336,-0.17626362597222223,-0.936509,0.8758819999999999,3673,-0.381061310384045,0.9744810280113622,-0.06271040951079464,-0.05919054913241095,-0.05306135641530748,-0.03653131631715244,279.1894836425781,105951700,281.4110253274106,280.47320509408075,278.5355632021367,274.0564157339489
